seqnames	start	end	width	strand	overlap_count
chr6	49805350	49805359	10	*	1
chr6	49805360	49805369	10	*	1
chr6	49805370	49805379	10	*	0
chr6	49805380	49805389	10	*	0
chr6	49805390	49805399	10	*	0
chr6	49805400	49805409	10	*	0
chr6	49805410	49805419	10	*	0
chr6	49805420	49805429	10	*	0
chr6	49805430	49805439	10	*	1
chr6	49805440	49805449	10	*	1
chr6	49805450	49805459	10	*	1
chr6	49805460	49805469	10	*	0
chr6	49805470	49805479	10	*	0
chr6	49805480	49805489	10	*	0
chr6	49805490	49805499	10	*	0
chr6	49805500	49805509	10	*	0
chr6	49805510	49805519	10	*	0
chr6	49805520	49805529	10	*	0
chr6	49805530	49805539	10	*	0
chr6	49805540	49805549	10	*	0
chr6	49805550	49805559	10	*	0
chr6	49805560	49805569	10	*	0
chr6	49805570	49805579	10	*	0
chr6	49805580	49805589	10	*	0
chr6	49805590	49805599	10	*	0
chr6	49805600	49805609	10	*	0
chr6	49805610	49805619	10	*	0
chr6	49805620	49805629	10	*	0
chr6	49805630	49805639	10	*	0
chr6	49805640	49805649	10	*	0
chr6	49805650	49805659	10	*	0
chr6	49805660	49805669	10	*	0
chr6	49805670	49805679	10	*	1
chr6	49805680	49805689	10	*	1
chr6	49805690	49805699	10	*	1
chr6	49805700	49805709	10	*	0
chr6	49805710	49805719	10	*	0
chr6	49805720	49805729	10	*	0
chr6	49805730	49805739	10	*	0
chr6	49805740	49805749	10	*	0
chr6	49805750	49805759	10	*	0
chr6	49805760	49805769	10	*	0
chr6	49805770	49805779	10	*	0
chr6	49805780	49805789	10	*	0
chr6	49805790	49805799	10	*	0
chr6	49805800	49805809	10	*	0
chr6	49805810	49805819	10	*	0
chr6	49805820	49805829	10	*	0
chr6	49805830	49805839	10	*	0
chr6	49805840	49805849	10	*	0
chr6	49805850	49805859	10	*	0
chr6	49805860	49805869	10	*	0
chr6	49805870	49805879	10	*	0
chr6	49805880	49805889	10	*	0
chr6	49805890	49805899	10	*	0
chr6	49805900	49805909	10	*	0
chr6	49805910	49805919	10	*	1
chr6	49805920	49805929	10	*	1
chr6	49805930	49805939	10	*	0
chr6	49805940	49805949	10	*	1
chr6	49805950	49805959	10	*	1
chr6	49805960	49805969	10	*	0
chr6	49805970	49805979	10	*	0
chr6	49805980	49805989	10	*	0
chr6	49805990	49805999	10	*	0
chr6	49806000	49806009	10	*	0
chr6	49806010	49806019	10	*	0
chr6	49806020	49806029	10	*	0
chr6	49806030	49806039	10	*	0
chr6	49806040	49806049	10	*	0
chr6	49806050	49806059	10	*	2
chr6	49806060	49806069	10	*	2
chr6	49806070	49806079	10	*	1
chr6	49806080	49806089	10	*	4
chr6	49806090	49806099	10	*	3
chr6	49806100	49806109	10	*	0
chr6	49806110	49806119	10	*	0
chr6	49806120	49806129	10	*	1
chr6	49806130	49806139	10	*	1
chr6	49806140	49806149	10	*	0
chr6	49806150	49806159	10	*	0
chr6	49806160	49806169	10	*	0
chr6	49806170	49806179	10	*	0
chr6	49806180	49806189	10	*	0
chr6	49806190	49806199	10	*	0
chr6	49806200	49806209	10	*	0
chr6	49806210	49806219	10	*	0
chr6	49806220	49806229	10	*	1
chr6	49806230	49806239	10	*	1
chr6	49806240	49806249	10	*	3
chr6	49806250	49806259	10	*	2
chr6	49806260	49806269	10	*	0
chr6	49806270	49806279	10	*	0
chr6	49806280	49806289	10	*	1
chr6	49806290	49806299	10	*	1
chr6	49806300	49806309	10	*	0
chr6	49806310	49806319	10	*	0
chr6	49806320	49806329	10	*	0
chr6	49806330	49806339	10	*	0
chr6	49806340	49806349	10	*	1
chr6	49806350	49806359	10	*	2
chr6	49806360	49806369	10	*	2
chr6	49806370	49806379	10	*	0
chr6	49806380	49806389	10	*	1
chr6	49806390	49806399	10	*	2
chr6	49806400	49806409	10	*	2
chr6	49806410	49806419	10	*	0
chr6	49806420	49806429	10	*	1
chr6	49806430	49806439	10	*	1
chr6	49806440	49806449	10	*	2
chr6	49806450	49806459	10	*	2
chr6	49806460	49806469	10	*	2
chr6	49806470	49806479	10	*	3
chr6	49806480	49806489	10	*	2
chr6	49806490	49806499	10	*	0
chr6	49806500	49806509	10	*	0
chr6	49806510	49806519	10	*	0
chr6	49806520	49806529	10	*	1
chr6	49806530	49806539	10	*	2
chr6	49806540	49806549	10	*	2
chr6	49806550	49806559	10	*	2
chr6	49806560	49806569	10	*	2
chr6	49806570	49806579	10	*	0
chr6	49806580	49806589	10	*	0
chr6	49806590	49806599	10	*	0
chr6	49806600	49806609	10	*	0
chr6	49806610	49806619	10	*	0
chr6	49806620	49806629	10	*	0
chr6	49806630	49806639	10	*	0
chr6	49806640	49806649	10	*	0
chr6	49806650	49806659	10	*	1
chr6	49806660	49806669	10	*	1
chr6	49806670	49806679	10	*	1
chr6	49806680	49806689	10	*	0
chr6	49806690	49806699	10	*	2
chr6	49806700	49806709	10	*	3
chr6	49806710	49806719	10	*	3
chr6	49806720	49806729	10	*	2
chr6	49806730	49806739	10	*	0
chr6	49806740	49806749	10	*	0
chr6	49806750	49806759	10	*	0
chr6	49806760	49806769	10	*	0
chr6	49806770	49806779	10	*	0
chr6	49806780	49806789	10	*	0
chr6	49806790	49806799	10	*	0
chr6	49806800	49806809	10	*	0
chr6	49806810	49806819	10	*	0
chr6	49806820	49806829	10	*	15
chr6	49806830	49806839	10	*	15
chr6	49806840	49806849	10	*	2
chr6	49806850	49806859	10	*	0
chr6	49806860	49806869	10	*	0
chr6	49806870	49806879	10	*	1
chr6	49806880	49806889	10	*	1
chr6	49806890	49806899	10	*	0
chr6	49806900	49806909	10	*	0
chr6	49806910	49806919	10	*	0
chr6	49806920	49806929	10	*	0
chr6	49806930	49806939	10	*	1
chr6	49806940	49806949	10	*	1
chr6	49806950	49806959	10	*	2
chr6	49806960	49806969	10	*	2
chr6	49806970	49806979	10	*	2
chr6	49806980	49806989	10	*	0
chr6	49806990	49806999	10	*	0
chr6	49807000	49807009	10	*	0
chr6	49807010	49807019	10	*	0
chr6	49807020	49807029	10	*	0
chr6	49807030	49807039	10	*	0
chr6	49807040	49807049	10	*	0
chr6	49807050	49807059	10	*	0
chr6	49807060	49807069	10	*	1
chr6	49807070	49807079	10	*	2
chr6	49807080	49807089	10	*	1
chr6	49807090	49807099	10	*	0
chr6	49807100	49807109	10	*	0
chr6	49807110	49807119	10	*	10
chr6	49807120	49807129	10	*	10
chr6	49807130	49807139	10	*	0
chr6	49807140	49807149	10	*	0
chr6	49807150	49807159	10	*	0
chr6	49807160	49807169	10	*	0
chr6	49807170	49807179	10	*	7
chr6	49807180	49807189	10	*	22
chr6	49807190	49807199	10	*	17
chr6	49807200	49807209	10	*	2
chr6	49807210	49807219	10	*	0
chr6	49807220	49807229	10	*	0
chr6	49807230	49807239	10	*	0
chr6	49807240	49807249	10	*	1
chr6	49807250	49807259	10	*	1
chr6	49807260	49807269	10	*	0
chr6	49807270	49807279	10	*	0
chr6	49807280	49807289	10	*	0
chr6	49807290	49807299	10	*	2
chr6	49807300	49807309	10	*	2
chr6	49807310	49807319	10	*	1
chr6	49807320	49807329	10	*	0
chr6	49807330	49807339	10	*	2
chr6	49807340	49807349	10	*	2
chr6	49807350	49807359	10	*	5
chr6	49807360	49807369	10	*	3
chr6	49807370	49807379	10	*	0
chr6	49807380	49807389	10	*	0
chr6	49807390	49807399	10	*	0
chr6	49807400	49807409	10	*	0
chr6	49807410	49807419	10	*	0
chr6	49807420	49807429	10	*	0
chr6	49807430	49807439	10	*	0
chr6	49807440	49807449	10	*	1
chr6	49807450	49807459	10	*	1
chr6	49807460	49807469	10	*	1
chr6	49807470	49807479	10	*	0
chr6	49807480	49807489	10	*	0
chr6	49807490	49807499	10	*	0
chr6	49807500	49807509	10	*	0
chr6	49807510	49807519	10	*	0
chr6	49807520	49807529	10	*	0
chr6	49807530	49807539	10	*	0
chr6	49807540	49807549	10	*	0
chr6	49807550	49807559	10	*	2
chr6	49807560	49807569	10	*	4
chr6	49807570	49807579	10	*	3
chr6	49807580	49807589	10	*	2
chr6	49807590	49807599	10	*	0
chr6	49807600	49807609	10	*	0
chr6	49807610	49807619	10	*	1
chr6	49807620	49807629	10	*	1
chr6	49807630	49807639	10	*	0
chr6	49807640	49807649	10	*	0
chr6	49807650	49807659	10	*	0
chr6	49807660	49807669	10	*	0
chr6	49807670	49807679	10	*	0
chr6	49807680	49807689	10	*	0
chr6	49807690	49807699	10	*	0
chr6	49807700	49807709	10	*	0
chr6	49807710	49807719	10	*	0
chr6	49807720	49807729	10	*	0
chr6	49807730	49807739	10	*	0
chr6	49807740	49807749	10	*	0
chr6	49807750	49807759	10	*	0
chr6	49807760	49807769	10	*	0
chr6	49807770	49807779	10	*	0
chr6	49807780	49807789	10	*	0
chr6	49807790	49807799	10	*	0
chr6	49807800	49807809	10	*	0
chr6	49807810	49807819	10	*	15
chr6	49807820	49807829	10	*	16
chr6	49807830	49807839	10	*	5
chr6	49807840	49807849	10	*	0
chr6	49807850	49807859	10	*	0
chr6	49807860	49807869	10	*	0
chr6	49807870	49807879	10	*	3
chr6	49807880	49807889	10	*	3
chr6	49807890	49807899	10	*	2
chr6	49807900	49807909	10	*	0
chr6	49807910	49807919	10	*	0
chr6	49807920	49807929	10	*	0
chr6	49807930	49807939	10	*	0
chr6	49807940	49807949	10	*	0
chr6	49807950	49807959	10	*	0
chr6	49807960	49807969	10	*	0
chr6	49807970	49807979	10	*	6
chr6	49807980	49807989	10	*	11
chr6	49807990	49807999	10	*	0
chr6	49808000	49808009	10	*	0
chr6	49808010	49808019	10	*	0
chr6	49808020	49808029	10	*	0
chr6	49808030	49808039	10	*	0
chr6	49808040	49808049	10	*	0
chr6	49808050	49808059	10	*	0
chr6	49808060	49808069	10	*	1
chr6	49808070	49808079	10	*	1
chr6	49808080	49808089	10	*	1
chr6	49808090	49808099	10	*	0
chr6	49808100	49808109	10	*	0
chr6	49808110	49808119	10	*	0
chr6	49808120	49808129	10	*	0
chr6	49808130	49808139	10	*	0
chr6	49808140	49808149	10	*	0
chr6	49808150	49808159	10	*	1
chr6	49808160	49808169	10	*	1
chr6	49808170	49808179	10	*	1
chr6	49808180	49808189	10	*	1
chr6	49808190	49808199	10	*	1
chr6	49808200	49808209	10	*	0
chr6	49808210	49808219	10	*	0
chr6	49808220	49808229	10	*	0
chr6	49808230	49808239	10	*	8
chr6	49808240	49808249	10	*	8
chr6	49808250	49808259	10	*	0
chr6	49808260	49808269	10	*	0
chr6	49808270	49808279	10	*	1
chr6	49808280	49808289	10	*	6
chr6	49808290	49808299	10	*	6
chr6	49808300	49808309	10	*	0
chr6	49808310	49808319	10	*	0
chr6	49808320	49808329	10	*	0
chr6	49808330	49808339	10	*	2
chr6	49808340	49808349	10	*	2
chr6	49808350	49808359	10	*	1
chr6	49808360	49808369	10	*	0
chr6	49808370	49808379	10	*	0
chr6	49808380	49808389	10	*	0
chr6	49808390	49808399	10	*	1
chr6	49808400	49808409	10	*	2
chr6	49808410	49808419	10	*	2
chr6	49808420	49808429	10	*	0
chr6	49808430	49808439	10	*	0
chr6	49808440	49808449	10	*	0
chr6	49808450	49808459	10	*	0
chr6	49808460	49808469	10	*	0
chr6	49808470	49808479	10	*	0
chr6	49808480	49808489	10	*	0
chr6	49808490	49808499	10	*	1
chr6	49808500	49808509	10	*	1
chr6	49808510	49808519	10	*	0
chr6	49808520	49808529	10	*	4
chr6	49808530	49808539	10	*	4
chr6	49808540	49808549	10	*	1
chr6	49808550	49808559	10	*	2
chr6	49808560	49808569	10	*	2
chr6	49808570	49808579	10	*	0
chr6	49808580	49808589	10	*	0
chr6	49808590	49808599	10	*	0
chr6	49808600	49808609	10	*	0
chr6	49808610	49808619	10	*	1
chr6	49808620	49808629	10	*	1
chr6	49808630	49808639	10	*	0
chr6	49808640	49808649	10	*	1
chr6	49808650	49808659	10	*	1
chr6	49808660	49808669	10	*	1
chr6	49808670	49808679	10	*	1
chr6	49808680	49808689	10	*	0
chr6	49808690	49808699	10	*	1
chr6	49808700	49808709	10	*	1
chr6	49808710	49808719	10	*	1
chr6	49808720	49808729	10	*	0
chr6	49808730	49808739	10	*	0
chr6	49808740	49808749	10	*	1
chr6	49808750	49808759	10	*	1
chr6	49808760	49808769	10	*	0
chr6	49808770	49808779	10	*	0
chr6	49808780	49808789	10	*	0
chr6	49808790	49808799	10	*	1
chr6	49808800	49808809	10	*	1
chr6	49808810	49808819	10	*	0
chr6	49808820	49808829	10	*	0
chr6	49808830	49808839	10	*	2
chr6	49808840	49808849	10	*	2
chr6	49808850	49808859	10	*	1
chr6	49808860	49808869	10	*	9
chr6	49808870	49808879	10	*	16
chr6	49808880	49808889	10	*	9
chr6	49808890	49808899	10	*	0
chr6	49808900	49808909	10	*	3
chr6	49808910	49808919	10	*	9
chr6	49808920	49808929	10	*	11
chr6	49808930	49808939	10	*	10
chr6	49808940	49808949	10	*	6
chr6	49808950	49808959	10	*	4
chr6	49808960	49808969	10	*	0
chr6	49808970	49808979	10	*	0
chr6	49808980	49808989	10	*	0
chr6	49808990	49808999	10	*	0
chr6	49809000	49809009	10	*	0
chr6	49809010	49809019	10	*	0
chr6	49809020	49809029	10	*	0
chr6	49809030	49809039	10	*	2
chr6	49809040	49809049	10	*	2
chr6	49809050	49809059	10	*	2
chr6	49809060	49809069	10	*	1
chr6	49809070	49809079	10	*	2
chr6	49809080	49809089	10	*	2
chr6	49809090	49809099	10	*	1
chr6	49809100	49809109	10	*	1
chr6	49809110	49809119	10	*	0
chr6	49809120	49809129	10	*	1
chr6	49809130	49809139	10	*	1
chr6	49809140	49809149	10	*	0
chr6	49809150	49809159	10	*	0
chr6	49809160	49809169	10	*	0
chr6	49809170	49809179	10	*	0
chr6	49809180	49809189	10	*	0
chr6	49809190	49809199	10	*	0
chr6	49809200	49809209	10	*	0
chr6	49809210	49809219	10	*	0
chr6	49809220	49809229	10	*	0
chr6	49809230	49809239	10	*	0
chr6	49809240	49809249	10	*	0
chr6	49809250	49809259	10	*	0
chr6	49809260	49809269	10	*	0
chr6	49809270	49809279	10	*	0
chr6	49809280	49809289	10	*	0
chr6	49809290	49809299	10	*	0
chr6	49809300	49809309	10	*	0
chr6	49809310	49809319	10	*	0
chr6	49809320	49809329	10	*	0
chr6	49809330	49809339	10	*	0
chr6	49809340	49809349	10	*	0
chr6	49809350	49809359	10	*	0
chr6	49809360	49809369	10	*	0
chr6	49809370	49809379	10	*	6
chr6	49809380	49809389	10	*	6
chr6	49809390	49809399	10	*	1
chr6	49809400	49809409	10	*	0
chr6	49809410	49809419	10	*	0
chr6	49809420	49809429	10	*	5
chr6	49809430	49809439	10	*	5
chr6	49809440	49809449	10	*	0
chr6	49809450	49809459	10	*	0
chr6	49809460	49809469	10	*	0
chr6	49809470	49809479	10	*	0
chr6	49809480	49809489	10	*	0
chr6	49809490	49809499	10	*	0
chr6	49809500	49809509	10	*	4
chr6	49809510	49809519	10	*	4
chr6	49809520	49809529	10	*	1
chr6	49809530	49809539	10	*	1
chr6	49809540	49809549	10	*	2
chr6	49809550	49809559	10	*	2
chr6	49809560	49809569	10	*	0
chr6	49809570	49809579	10	*	1
chr6	49809580	49809589	10	*	2
chr6	49809590	49809599	10	*	2
chr6	49809600	49809609	10	*	0
chr6	49809610	49809619	10	*	0
chr6	49809620	49809629	10	*	0
chr6	49809630	49809639	10	*	1
chr6	49809640	49809649	10	*	1
chr6	49809650	49809659	10	*	0
chr6	49809660	49809669	10	*	0
chr6	49809670	49809679	10	*	1
chr6	49809680	49809689	10	*	2
chr6	49809690	49809699	10	*	0
chr6	49809700	49809709	10	*	2
chr6	49809710	49809719	10	*	2
chr6	49809720	49809729	10	*	4
chr6	49809730	49809739	10	*	4
chr6	49809740	49809749	10	*	20
chr6	49809750	49809759	10	*	16
chr6	49809760	49809769	10	*	0
chr6	49809770	49809779	10	*	0
chr6	49809780	49809789	10	*	0
chr6	49809790	49809799	10	*	0
chr6	49809800	49809809	10	*	0
chr6	49809810	49809819	10	*	0
chr6	49809820	49809829	10	*	1
chr6	49809830	49809839	10	*	4
chr6	49809840	49809849	10	*	4
chr6	49809850	49809859	10	*	0
chr6	49809860	49809869	10	*	1
chr6	49809870	49809879	10	*	2
chr6	49809880	49809889	10	*	2
chr6	49809890	49809899	10	*	0
chr6	49809900	49809909	10	*	0
chr6	49809910	49809919	10	*	2
chr6	49809920	49809929	10	*	2
chr6	49809930	49809939	10	*	1
chr6	49809940	49809949	10	*	0
chr6	49809950	49809959	10	*	0
chr6	49809960	49809969	10	*	0
chr6	49809970	49809979	10	*	6
chr6	49809980	49809989	10	*	8
chr6	49809990	49809999	10	*	8
chr6	49810000	49810009	10	*	2
chr6	49810010	49810019	10	*	0
chr6	49810020	49810029	10	*	0
chr6	49810030	49810039	10	*	0
chr6	49810040	49810049	10	*	0
chr6	49810050	49810059	10	*	0
chr6	49810060	49810069	10	*	0
chr6	49810070	49810079	10	*	0
chr6	49810080	49810089	10	*	0
chr6	49810090	49810099	10	*	0
chr6	49810100	49810109	10	*	1
chr6	49810110	49810119	10	*	1
chr6	49810120	49810129	10	*	1
chr6	49810130	49810139	10	*	1
chr6	49810140	49810149	10	*	1
chr6	49810150	49810159	10	*	0
chr6	49810160	49810169	10	*	0
chr6	49810170	49810179	10	*	0
chr6	49810180	49810189	10	*	0
chr6	49810190	49810199	10	*	0
chr6	49810200	49810209	10	*	0
chr6	49810210	49810219	10	*	0
chr6	49810220	49810229	10	*	0
chr6	49810230	49810239	10	*	0
chr6	49810240	49810249	10	*	0
chr6	49810250	49810259	10	*	0
chr6	49810260	49810269	10	*	0
chr6	49810270	49810279	10	*	0
chr6	49810280	49810289	10	*	0
chr6	49810290	49810299	10	*	0
chr6	49810300	49810309	10	*	0
chr6	49810310	49810319	10	*	0
chr6	49810320	49810329	10	*	0
chr6	49810330	49810339	10	*	0
chr6	49810340	49810349	10	*	0
chr6	49810350	49810359	10	*	0
chr6	49810360	49810369	10	*	0
chr6	49810370	49810379	10	*	2
chr6	49810380	49810389	10	*	2
chr6	49810390	49810399	10	*	0
chr6	49810400	49810409	10	*	2
chr6	49810410	49810419	10	*	2
chr6	49810420	49810429	10	*	2
chr6	49810430	49810439	10	*	1
chr6	49810440	49810449	10	*	0
chr6	49810450	49810459	10	*	0
